pH,Organic Matter (%),Compaction (g/cm³),Temperature (°C),Moisture (%),Degradation-Level
-0.1545249085385514,1.2366822117267209,-0.5741654434098463,0.27636980566203134,-0.4754507993856145,0
-0.267481713025796,-0.36806831149679875,0.392957200631562,0.27636980566203134,-0.2210558349156998,1
0.1504584635770105,-0.5274052428806942,-0.5741654434098463,0.4780995908167988,0.06011754686683788,1
-0.08675082584620387,0.5651908580374468,-0.3705606762432349,0.8815591611263336,-0.1139421656652092,0
0.5006245574874696,0.22375457650052738,-0.16695590907662236,-0.12708976464750338,0.2609556767115075,1
0.8056079296030315,-0.45911798657331054,0.18935243346494943,-0.12708976464750338,-0.5557860513234826,1
0.737833846910684,-0.2542562176511589,0.3420560088399089,0.8815591611263336,1.1446434480280536,1
-0.05286378450003007,0.770052626959598,-0.8286714023681119,0.6798293759715662,-0.6227320946050391,0
-0.1997076303334495,0.6562405331139587,-0.7268690187848057,0.6798293759715662,-0.2076666262593883,0
0.6135813619747151,0.030274016962940277,0.13845124167329634,0.6798293759715662,0.5287398498377338,1
0.17304982447445902,0.4627599735763713,-0.01425233370166295,0.4780995908167988,-0.5959536772924167,0
0.16175414402573474,0.22375457650052738,0.5965619677981745,0.07464002050726391,0.3412909286493751,1
-0.5611694046926327,0.07579885450119588,0.29115481704825574,0.4780995908167988,-0.4754507993856145,1
-0.5046910024490103,0.4627599735763713,0.49475958421486826,-0.12708976464750338,-0.2478342522283223,1
0.4893288770387452,-0.17458775195921133,-1.0322761695347245,-0.32881954980227085,0.3279017199930641,1
0.5006245574874696,0.05303643573206798,-0.42146186803488683,0.8815591611263336,1.077697404746497,1
-0.52728236334646,1.0432016521891339,0.49475958421486826,0.27636980566203134,0.890248483558139,1
-0.34655147616686777,0.9521519771126217,-1.2867821284929901,0.6798293759715662,1.0643081960901861,0
-0.4933953220002862,-0.5501676616498222,0.5456607760065214,0.27636980566203134,0.1136743814920829,1
0.12786710267956092,-0.8119354774947936,0.24025362525660254,0.27636980566203134,-0.3415587128225014,1
0.3085979898591531,1.191157374188465,-0.8286714023681119,0.6798293759715662,0.5822966844629788,1
0.5796943206285414,0.872483511420674,-0.6250666352014994,0.6798293759715662,0.7429671883387144,1
-0.08675082584620387,0.10994248265488787,-0.01425233370166295,-0.32881954980227085,0.7429671883387144,1
-0.662830528731153,0.8497210926515462,-0.2687582926599286,-0.12708976464750338,0.7697456056513374,0
-0.2787773934745203,0.20099215773139947,-0.6759678269931525,0.07464002050726391,-0.2210558349156998,0
0.12786710267956092,0.7245277894213425,-0.01425233370166295,0.4780995908167988,-0.3415587128225014,0
-0.8661527768081947,-0.39083073026592674,0.29115481704825574,0.4780995908167988,0.7027995623697809,1
0.5796943206285414,0.8269586738824182,-0.6759678269931525,-0.12708976464750338,0.006560712241592282,1
-0.7757873332183985,1.2025385835730293,-0.6250666352014994,0.8815591611263336,-0.4486723820729919,0
-0.10934218674365338,0.38309150788442314,-0.11605471728496924,0.27636980566203134,-0.7298457638555295,0
-0.617647806936255,1.2935882586495413,0.6474631595898276,0.4780995908167988,-0.3013910868535674,1
-0.6854218896286025,0.9407707677280581,-1.184979744909684,0.4780995908167988,-0.3415587128225014,0
-0.6063521264875307,0.22375457650052738,-1.235880936701337,0.6798293759715662,0.756356396995026,0
-0.5498737242439085,-0.12906291442095544,0.03664885808999005,0.27636980566203134,0.7429671883387144,1
-0.1432292280898262,-0.27701863642028696,-0.5741654434098463,-0.32881954980227085,0.8634700662455165,1
0.10527574178211242,0.7586714175750343,-1.693991662826214,-0.12708976464750338,0.07350675552314889,1
-0.662830528731153,1.8854111466468677,-0.01425233370166295,0.27636980566203134,0.006560712241592282,1
-0.572465085141358,-0.16320654257464734,-0.5232642516181931,-1.1357386904213407,-0.7298457638555295,1
-0.06415946494875538,-0.16320654257464734,-0.5741654434098463,-1.1357386904213407,-0.23444504357201082,1
0.28600662896170453,0.41723513603811535,-0.8286714023681119,0.27636980566203134,0.12706359014839438,2
-0.22229899123089797,1.7943614715703557,-1.4903868956596027,0.6798293759715662,-0.2076666262593883,2
0.12786710267956092,1.1228701178810812,-0.7268690187848057,-0.5305493349570384,-0.46206159072930353,0
-0.4030298784104901,1.680549377724716,-1.4903868956596027,0.4780995908167988,-0.6762889292302842,0
0.3537807116540511,1.8171238903394837,-0.7268690187848057,0.8815591611263336,0.3412909286493751,0
-0.18841194988472418,0.16684852957770777,-1.1340785531180309,0.6798293759715662,-0.1808882089467658,0
0.41025911389767344,-0.27701863642028696,-0.06515352549331614,0.4780995908167988,0.06011754686683788,0
0.4780331965900209,-0.17458775195921133,-1.3376833202846432,-0.5305493349570384,-0.060385331039964116,0
0.3085979898591531,1.4529251900334363,-1.2867821284929901,-0.32881954980227085,-0.4085047561040579,0
-0.7644916527696743,1.0090580240354419,-1.3376833202846432,-0.12708976464750338,-0.52900763401086,0
-0.7306046114235005,1.498450027571692,-0.6759678269931525,0.8815591611263336,-0.6361213032613502,0
-0.8548570963594704,-0.20873138011290324,-0.3705606762432349,-0.12708976464750338,-0.12733137432152072,2
-0.10934218674365338,-0.20873138011290324,-1.4903868956596027,-0.12708976464750338,0.207398842086262,1
0.5909900010772656,-0.04939444872900752,-1.2867821284929901,-0.9340089052665732,0.4751830152124882,2
-0.44821260020538817,0.07579885450119588,-0.9304737859514182,-0.9340089052665732,0.12706359014839438,2
0.5909900010772656,0.9293895583434937,-1.4903868956596027,-0.12708976464750338,-0.060385331039964116,1
0.10527574178211242,0.13270490142401586,-1.0322761695347245,0.4780995908167988,-0.04699612238365262,2
0.5458072792823676,1.1114889084965176,-0.6759678269931525,0.07464002050726391,-0.488840008041926,1
-0.6063521264875307,1.4870688181871285,-0.8286714023681119,0.07464002050726391,-0.5959536772924167,1
0.04879733953849013,-0.015250820575315623,-0.7268690187848057,-0.32881954980227085,-0.6762889292302842,2
-0.07545514539747958,-0.11768170503639142,-0.8795725941597651,0.07464002050726391,-0.3951155474477469,1
-0.5046910024490103,1.2366822117267209,0.08755004988164315,-1.1357386904213407,-0.12733137432152072,2
-0.8661527768081947,1.1683949554193371,-0.7268690187848057,0.8815591611263336,-0.3281695041661904,1
0.5232159183849191,-0.36806831149679875,-1.1340785531180309,-0.9340089052665732,-0.46206159072930353,1
0.21823254626935704,1.1797761648039014,-1.0831773613263775,-0.12708976464750338,-0.060385331039964116,0
0.5683986401798171,0.6903841612676503,-0.6759678269931525,0.6798293759715662,-0.2210558349156998,0
-0.007681062705133073,1.3732567243414888,-1.0322761695347245,0.8815591611263336,-0.3013910868535674,0
-0.6854218896286025,0.9862956052663139,-0.21785710086827556,-0.9340089052665732,-0.7566241811681522,0
-0.8209700550132966,1.4074003524951806,-1.0831773613263775,0.8815591611263336,-0.5156184253545486,0
0.0036146177435921268,1.2594446304958489,-0.3705606762432349,-0.5305493349570384,0.23417725939888498,0
-0.267481713025796,0.8383398832669818,-0.9813749777430711,0.07464002050726391,-0.46206159072930353,0
1.6527839632573689,-1.3013274810310442,1.36007984467297,-1.9426578310404101,-1.7072579957662553,1
1.6414882828086446,-1.494808040568632,1.1564750775063575,-2.1443876161951776,1.3053139519037897,0
1.8899932526805823,-1.2558026434927887,1.2582774610896639,-1.7409280458856429,-1.734036413078878,1
-1.7246244909112562,-1.1647529684162765,1.5127834200479295,-1.1357386904213407,-1.6537011611410097,1
1.4946444369752252,-1.005416037032381,1.054672693923051,-1.337468475576108,1.399038412497969,2
-1.4874152014880417,-1.3240898998001722,0.901969118548092,1.6884783017454035,-2.001820586205104,2
-1.4648238405905922,-1.0395596651860728,1.7163881872145421,0.8815591611263336,1.7739362548746855,2
1.4720530760777768,-1.483426831184068,0.7492655431731339,1.8902080869001707,1.4793736644358364,1
1.5624185196675728,-1.2330402247236607,1.7163881872145421,-1.5391982607308754,1.3454815778727234,2
1.8674018917831339,-1.358233527953864,1.2073762692980108,0.8815591611263336,-1.6670903697973214,2
-1.5551892841803883,-1.0509408745706368,1.4109810364646234,-1.1357386904213407,-1.7072579957662553,2
1.5511228392188485,-1.1078469214934565,1.5636846118395826,-2.1443876161951776,-1.7206472044225667,2
1.844810530885685,-1.2216590153390967,1.4618822282562765,1.8902080869001707,1.626654959655261,1
-1.668146088667634,-1.2216590153390967,1.5127834200479295,1.8902080869001707,1.706990211593129,2
-1.6568504082189097,-1.4720456217995037,1.309178652881317,-1.5391982607308754,1.626654959655261,2
1.8899932526805823,-1.1988965965699687,1.054672693923051,-1.5391982607308754,1.2785355345911666,1
1.7544450872958892,-1.4379019936458122,1.054672693923051,-1.1357386904213407,1.4124276211542799,0
-1.7359201713599806,-0.9826536182632531,0.7492655431731339,-1.5391982607308754,1.8944391327814873,0
-1.6794417691163581,-1.3923771561075562,1.0037715021313984,-1.7409280458856429,-1.6135335351720763,0
1.4494617151803282,-1.4379019936458122,1.4618822282562765,1.4867485165906358,-1.9214853342672362,0
1.5398271587701242,-1.1419905496471485,1.4109810364646234,1.4867485165906358,1.4793736644358364,0
1.4268703542828778,-0.9485099901095612,1.309178652881317,-1.7409280458856429,1.5061520817484593,0
-1.7698072127061544,-1.4720456217995037,0.901969118548092,0.8815591611263336,-1.6670903697973214,0
-1.7472158518087046,-1.3013274810310442,1.1564750775063575,-1.5391982607308754,-1.9616529602361703,0
-1.6342590473214602,-1.1533717590317125,1.6145858036312357,1.4867485165906358,1.5061520817484593,0
1.7770364481933376,-1.483426831184068,1.6654869954228888,1.6884783017454035,1.760547046218374,1
1.8222191699882366,-1.2558026434927887,0.901969118548092,-1.337468475576108,-1.9884313775487925,2
-1.9053553780908483,-0.9712724088786892,1.5127834200479295,-1.9426578310404101,1.3320923692164124,2
-1.8149899345010523,-1.2671838528773525,1.6145858036312357,-1.5391982607308754,1.519541290404771,2
1.5172357978726738,-1.1875153871854047,1.6654869954228888,1.8902080869001707,-1.9884313775487925,2
