ID,pH,Organic Matter (%),Compaction (g/cm³),Temperature (°C),Moisture (%),Degradation-Level,Latitude,Longitude
1,-0.15452490853855116,1.2366822117267213,-0.574165443409848,0.27636980566203156,-0.4754507993856144,0,32.185231,74.85814
2,-0.26748171302579576,-0.3680683114967984,0.3929572006315603,0.27636980566203156,-0.22105583491569972,1,32.172019,74.818873
3,0.1504584635770108,-0.5274052428806939,-0.574165443409848,0.478099590816799,0.060117546866838,1,32.112664,74.927676
4,-0.08675082584620362,0.5651908580374472,-0.3705606762432366,0.8815591611263338,-0.11394216566520914,0,32.107091,74.911094
5,0.5006245574874698,0.22375457650052777,-0.16695590907662405,-0.12708976464750327,0.26095567671150766,1,32.134251,74.882695
6,0.8056079296030317,-0.45911798657331027,0.18935243346494782,-0.12708976464750327,-0.5557860513234825,1,32.064805,74.849645
7,0.7378338469106842,-0.25425621765115863,0.3420560088399072,0.8815591611263338,1.1446434480280538,1,32.177764,74.968082
8,-0.05286378450002984,0.7700526269595983,-0.8286714023681135,0.6798293759715665,-0.622732094605039,0,32.134353,74.936991
9,-0.1997076303334492,0.656240533113959,-0.7268690187848074,0.6798293759715665,-0.2076666262593882,0,32.049747,74.927967
10,0.6135813619747154,0.030274016962940617,0.1384512416732947,0.6798293759715665,0.5287398498377339,1,32.04964,74.832384
11,0.17304982447445932,0.4627599735763716,-0.014252333701664684,0.478099590816799,-0.5959536772924166,0,32.137662,74.818149
12,0.16175414402573504,0.22375457650052777,0.5965619677981728,0.07464002050726415,0.3412909286493752,1,32.053436,74.870373
13,-0.5611694046926324,0.07579885450119629,0.2911548170482541,0.478099590816799,-0.4754507993856144,1,32.129392,74.882559
14,-0.5046910024490101,0.4627599735763716,0.4947595842148666,-0.12708976464750327,-0.24783425222832223,1,32.029233,74.928529
15,0.48932887703874556,-0.17458775195921103,-1.032276169534726,-0.3288195498022707,0.3279017199930642,1,32.086009,74.93613
16,0.5006245574874698,0.05303643573206832,-0.42146186803488855,0.8815591611263338,1.0776974047464973,1,32.057938,74.935486
17,-0.5272823633464597,1.0432016521891339,0.4947595842148666,0.27636980566203156,0.8902484835581391,1,32.069434,74.813764
18,-0.34655147616686754,0.952151977112622,-1.2867821284929917,0.6798293759715665,1.0643081960901863,0,32.087377,74.937715
19,-0.4933953220002859,-0.5501676616498219,0.5456607760065197,0.27636980566203156,0.11367438149208306,1,32.018181,74.842824
20,0.12786710267956128,-0.8119354774947932,0.24025362525660093,0.27636980566203156,-0.34155871282250133,1,32.355501,74.912181
21,0.30859798985915343,1.1911573741884653,-0.8286714023681135,0.6798293759715665,0.5822966844629789,1,32.362945,74.810569
22,0.5796943206285416,0.8724835114206744,-0.6250666352015011,0.6798293759715665,0.7429671883387146,1,32.23583,74.824485
23,-0.08675082584620362,0.10994248265488822,-0.014252333701664684,-0.3288195498022707,0.7429671883387146,1,32.308666,74.929229
24,-0.6628305287311528,0.8497210926515465,-0.2687582926599303,-0.12708976464750327,0.7697456056513375,0,32.244393,74.906834
25,-0.27877739347452,0.2009921577313998,-0.6759678269931542,0.07464002050726415,-0.22105583491569972,0,32.23667,74.870235
26,0.12786710267956128,0.7245277894213429,-0.014252333701664684,0.478099590816799,-0.34155871282250133,0,32.233746,74.838594
27,-0.8661527768081945,-0.3908307302659264,0.2911548170482541,0.478099590816799,0.702799562369781,1,32.351796,74.912608
28,0.5796943206285416,0.8269586738824185,-0.6759678269931542,-0.12708976464750327,0.006560712241592473,1,32.250715,74.906568
29,-0.7757873332183983,1.2025385835730296,-0.6250666352015011,0.8815591611263338,-0.44867238207299187,0,32.273676,74.866144
30,-0.10934218674365313,0.38309150788442353,-0.11605471728497094,0.27636980566203156,-0.7298457638555294,0,32.389788,74.923538
31,-0.6176478069362548,1.2935882586495415,0.6474631595898259,0.478099590816799,-0.3013910868535673,1,32.311898,74.869231
32,-0.6854218896286023,0.9407707677280583,-1.1849797449096855,0.478099590816799,-0.34155871282250133,0,32.348133,74.845732
33,-0.6063521264875305,0.22375457650052777,-1.2358809367013386,0.6798293759715665,0.7563563969950261,0,32.321129,74.855595
34,-0.5498737242439082,-0.1290629144209551,0.03664885808998844,0.27636980566203156,0.7429671883387146,1,32.287047,74.897573
35,-0.1432292280898259,-0.2770186364202866,-0.574165443409848,-0.3288195498022707,0.8634700662455166,1,32.34266,74.87159
36,0.10527574178211277,0.7586714175750346,-1.6939916628262155,-0.12708976464750327,0.07350675552314903,1,32.126412,75.08069
37,-0.6628305287311528,1.885411146646868,-0.014252333701664684,0.27636980566203156,0.006560712241592473,1,32.155785,75.066803
38,-0.5724650851413577,-0.16320654257464706,-0.5232642516181948,-1.1357386904213405,-0.7298457638555294,1,32.152992,75.041086
39,-0.0641594649487551,-0.16320654257464706,-0.574165443409848,-1.1357386904213405,-0.23444504357201074,1,32.193386,75.082247
40,0.28600662896170487,0.4172351360381157,-0.8286714023681135,0.27636980566203156,0.12706359014839455,2,32.154089,75.005496
41,-0.22229899123089772,1.794361471570356,-1.4903868956596042,0.6798293759715665,-0.2076666262593882,2,32.102965,75.042501
42,0.12786710267956128,1.1228701178810814,-0.7268690187848074,-0.5305493349570382,-0.4620615907293034,0,32.125249,75.075669
43,-0.4030298784104898,1.6805493777247162,-1.4903868956596042,0.478099590816799,-0.676288929230284,0,32.148968,75.070329
44,0.35378071165405145,1.817123890339484,-0.7268690187848074,0.8815591611263338,0.3412909286493752,0,32.137203,75.026074
45,-0.18841194988472393,0.16684852957770813,-1.1340785531180324,0.6798293759715665,-0.1808882089467657,0,32.113753,75.088504
46,0.4102591138976737,-0.2770186364202866,-0.06515352549331781,0.478099590816799,0.060117546866838,0,32.195216,75.004802
47,0.47803319659002125,-0.17458775195921103,-1.3376833202846448,-0.5305493349570382,-0.06038533103996408,0,32.183863,75.060479
48,0.30859798985915343,1.4529251900334366,-1.2867821284929917,-0.3288195498022707,-0.40850475610405784,0,32.187033,75.057858
