ID,pH,Organic Matter (%),Compaction (g/cm³),Temperature (°C),Moisture (%),Degradation-Level,Latitude,Longitude
49,-0.7644916527696741,1.009058024035442,-1.3376833202846448,-0.12708976464750327,-0.5290076340108599,0,32.108768,75.03543
50,-0.7306046114235003,1.4984500275716925,-0.6759678269931542,0.8815591611263338,-0.6361213032613501,0,32.189443,75.075486
51,-0.8548570963594702,-0.20873138011290296,-0.3705606762432366,-0.12708976464750327,-0.12733137432152064,2,32.337999,74.741407
52,-0.10934218674365313,-0.20873138011290296,-1.4903868956596042,-0.12708976464750327,0.20739884208626214,1,32.39092,74.724755
53,0.5909900010772658,-0.049394448729007244,-1.2867821284929917,-0.934008905266573,0.47518301521248835,2,32.307956,74.744979
54,-0.4482126002053879,0.07579885450119629,-0.9304737859514198,-0.934008905266573,0.12706359014839455,2,32.353496,74.747387
55,0.5909900010772658,0.929389558343494,-1.4903868956596042,-0.12708976464750327,-0.06038533103996408,1,32.328515,74.713191
56,0.10527574178211277,0.1327049014240162,-1.032276169534726,0.478099590816799,-0.046996122383652576,2,32.303886,74.733333
57,0.5458072792823678,1.1114889084965178,-0.6759678269931542,0.07464002050726415,-0.4888400080419259,1,32.394529,74.782938
58,-0.6063521264875305,1.4870688181871288,-0.8286714023681135,0.07464002050726415,-0.5959536772924166,1,32.396824,74.731876
59,0.048797339538490477,-0.015250820575315304,-0.7268690187848074,-0.3288195498022707,-0.676288929230284,2,32.359856,74.747501
60,-0.07545514539747936,-0.11768170503639112,-0.8795725941597667,0.07464002050726415,-0.39511554744774685,1,32.395419,74.788794
61,-0.5046910024490101,1.2366822117267213,0.08755004988164157,-1.1357386904213405,-0.12733137432152064,2,32.384641,74.78218
62,-0.8661527768081945,1.1683949554193374,-0.7268690187848074,0.8815591611263338,-0.3281695041661903,1,32.390044,74.70543
63,0.5232159183849193,-0.3680683114967984,-1.1340785531180324,-0.934008905266573,-0.4620615907293034,1,32.312586,74.724522
64,0.21823254626935734,1.1797761648039016,-1.083177361326379,-0.12708976464750327,-0.06038533103996408,0,32.396849,74.799565
65,0.5683986401798173,0.6903841612676507,-0.6759678269931542,0.6798293759715665,-0.22105583491569972,0,32.352825,74.769376
66,-0.007681062705132816,1.373256724341489,-1.032276169534726,0.8815591611263338,-0.3013910868535673,0,32.315219,74.765874
67,-0.6854218896286023,0.9862956052663142,-0.2178571008682772,-0.934008905266573,-0.7566241811681521,0,32.380808,74.773572
68,-0.8209700550132963,1.4074003524951808,-1.083177361326379,0.8815591611263338,-0.5156184253545485,0,32.387799,74.713214
69,0.0036146177435924447,1.2594446304958493,-0.3705606762432366,-0.5305493349570382,0.23417725939888515,0,32.384311,74.718334
70,-0.26748171302579576,0.8383398832669822,-0.9813749777430729,0.07464002050726415,-0.4620615907293034,0,32.343882,74.703116
71,1.652783963257369,-1.301327481031044,1.3600798446729685,-1.9426578310404101,-1.707257995766255,1,32.189957,74.834859
72,1.6414882828086448,-1.4948080405686315,1.1564750775063561,-2.1443876161951776,1.30531395190379,0,32.21973,74.839402
73,1.8899932526805825,-1.2558026434927883,1.2582774610896623,-1.7409280458856426,-1.7340364130788777,1,32.21697,74.845995
74,-1.724624490911256,-1.1647529684162763,1.512783420047928,-1.1357386904213405,-1.6537011611410097,1,32.222114,74.828922
75,1.4946444369752254,-1.0054160370323808,1.0546726939230497,-1.3374684755761077,1.3990384124979691,2,32.219262,74.862572
76,-1.4874152014880415,-1.324089899800172,0.9019691185480905,1.6884783017454035,-2.001820586205104,2,32.206334,74.845106
77,-1.464823840590592,-1.0395596651860726,1.7163881872145406,0.8815591611263338,1.7739362548746858,2,32.183984,74.830469
78,1.472053076077777,-1.4834268311840675,0.7492655431731322,1.890208086900171,1.4793736644358366,1,32.186809,74.827504
79,1.562418519667573,-1.2330402247236603,1.7163881872145406,-1.5391982607308752,1.3454815778727236,2,32.18961,74.867922
80,1.867401891783134,-1.3582335279538638,1.2073762692980092,0.8815591611263338,-1.6670903697973212,2,32.207272,74.848138
81,-1.555189284180388,-1.0509408745706366,1.4109810364646218,-1.1357386904213405,-1.707257995766255,2,32.215513,74.843309
82,1.5511228392188487,-1.1078469214934565,1.563684611839581,-2.1443876161951776,-1.7206472044225665,2,32.200058,74.847314
83,1.8448105308856855,-1.2216590153390963,1.461882228256275,1.890208086900171,1.6266549596552613,1,32.199137,74.8705
84,-1.6681460886676338,-1.2216590153390963,1.512783420047928,1.890208086900171,1.7069902115931292,2,32.2168,74.847309
85,-1.6568504082189095,-1.4720456217995035,1.3091786528813154,-1.5391982607308752,1.6266549596552613,2,32.18305,74.82547
86,1.8899932526805825,-1.1988965965699683,1.0546726939230497,-1.5391982607308752,1.2785355345911669,1,32.209935,74.771281
87,1.7544450872958894,-1.437901993645812,1.0546726939230497,-1.1357386904213405,1.41242762115428,0,32.278436,74.755938
88,-1.7359201713599803,-0.9826536182632529,0.7492655431731322,-1.5391982607308752,1.8944391327814873,0,32.253194,74.745874
89,-1.679441769116358,-1.392377156107556,1.0037715021313967,-1.7409280458856426,-1.6135335351720759,0,32.226668,74.731603
90,1.4494617151803284,-1.437901993645812,1.461882228256275,1.486748516590636,-1.921485334267236,0,32.272719,74.764519
91,1.5398271587701244,-1.1419905496471483,1.4109810364646218,1.486748516590636,1.4793736644358366,0,32.218764,74.728421
92,1.426870354282878,-0.9485099901095609,1.3091786528813154,-1.7409280458856426,1.5061520817484597,0,32.277434,74.72794
93,-1.7698072127061542,-1.4720456217995035,0.9019691185480905,0.8815591611263338,-1.6670903697973212,0,32.257689,74.742842
94,-1.7472158518087044,-1.301327481031044,1.1564750775063561,-1.5391982607308752,-1.96165296023617,0,32.237749,74.75676
95,-1.63425904732146,-1.1533717590317125,1.6145858036312342,1.486748516590636,1.5061520817484597,0,32.235481,74.755935
96,1.7770364481933378,-1.4834268311840675,1.6654869954228873,1.6884783017454035,1.7605470462183743,1,32.273893,74.747888
97,1.8222191699882369,-1.2558026434927883,0.9019691185480905,-1.3374684755761077,-1.9884313775487925,2,32.220694,74.744131
98,-1.905355378090848,-0.9712724088786889,1.512783420047928,-1.9426578310404101,1.3320923692164126,2,32.276689,74.751443
99,-1.814989934501052,-1.2671838528773522,1.6145858036312342,-1.5391982607308752,1.5195412904047711,2,32.275921,74.749266
100,1.517235797872674,-1.1875153871854043,1.6654869954228873,1.890208086900171,-1.9884313775487925,2,32.22379,74.786592
